# SPT ID	RA	DEC	S/N (95 GHz)	S_raw (95 GHz) [mJy]	S_best (95 GHz) [mJy]	dS_up (95 GHz) [mJy]	dS_down (95 GHz) [mJy]	S/N (150 GHz)	S_raw (150 GHz) [mJy]	S_best (150 GHz) [mJy]	dS_up (150 GHz) [mJy]	dS_down (150 GHz) [mJy]	S/N (220 GHz)	S_raw (220 GHz) [mJy]	S_best (220 GHz) [mJy]	dS_up (220 GHz) [mJy]	dS_down (220 GHz) [mJy]	alpha(95,150)_raw	alpha(95,150)_best	d_alpha(95,150)_up	d_alpha(95,150)_down	alpha(150,220)_raw	alpha(150,220)_best	d_alpha(150,220)_up	d_alpha(150,220)_down	P[alpha(150,220)>1.51]	Type	External catalogs	Extended	Redshift	Cut selection
SPT-SJ200034-5131.3	300.14395	-51.522636	1.3825000	2.9957700	1.98433	4.05493	0.776476	3.0677400	3.8434800	4.22748	5.26278	3.19218	5.4973000	23.006700	18.2041	22.5178	12.8550	0.52286000	1.64000	3.68000	0.00000	4.9269300	4.20000	4.76000	3.20000	0.958307	dust	none	no	none	1,2,3
SPT-SJ200036-5130.9	300.15323	-51.515331	1.3874000	3.0109700	1.90243	3.94272	0.689287	4.7431300	5.9451700	4.54929	6.14844	2.12300	1.7632800	7.3523900	4.76986	8.24387	2.12300	1.4275500	1.72000	3.72000	-0.0800000	0.58494900	0.560000	2.48000	-1.52000	0.370526	sync	none	no	none	1,2
SPT-SJ200051-4428.7	300.21289	-44.478676	0.0000000	-0.17113600	0.889692	2.02203	0.404406	3.2256700	4.2572100	3.47789	4.93375	1.69850	4.5032800	21.568300	4.12494	17.3894	1.21322	32.029700	2.80000	4.32000	0.800000	4.4676600	1.44000	4.20000	-2.00000	0.517592	dust	none	no	none	1,2,3
SPT-SJ200056-4214.8	300.23425	-42.246994	57.208500	132.35100	132.516	135.494	129.539	71.711000	96.299500	95.7890	98.7669	93.8038	15.348500	74.550900	73.9511	80.8996	67.0027	-0.66726900	-0.720000	-0.640000	-0.760000	-0.70481400	-0.760000	-0.480000	-1.00000	1.77844e-23	sync	1,3,4,5	no	none	1,2
SPT-SJ200057-4704.5	300.24063	-47.076336	0.86766200	1.9407800	1.79065	3.48362	0.879044	5.4139000	7.0686400	6.15331	7.58583	4.59057	1.9445900	8.6819200	6.41377	10.1253	3.35339	2.7123000	2.72000	4.20000	1.16000	0.56602400	0.360000	1.92000	-1.56000	0.300621	sync	1,2,4,6	no	0.0212010	1
SPT-SJ200101-4844.0	300.25766	-48.733395	3.6377100	8.0915000	7.19132	9.43671	4.76387	4.7835100	6.1719800	5.00662	6.46309	3.42877	0.34594500	1.5037900	3.36809	5.91691	2.03299	-0.56822500	-0.840000	0.200000	-1.84000	-3.8878600	-1.08000	0.680000	-2.44000	0.0953650	sync	1,5	no	none	1,2
SPT-SJ200114-5716.0	300.31235	-57.267189	10.423500	20.233700	20.1072	22.0800	17.9827	13.388500	15.576200	15.4029	16.6169	14.1889	3.9992200	14.828400	13.8854	17.6792	9.93981	-0.54894600	-0.600000	-0.280000	-0.880000	-0.13545800	-0.320000	0.440000	-1.24000	0.0107361	sync	1,3,5	no	none	1,2
SPT-SJ200121-5542.6	300.33859	-55.711239	5.4983800	10.795300	10.4040	12.4281	8.37985	6.4901200	7.6890800	6.84152	8.13696	5.62705	0.0000000	-1.2979600	3.44100	5.14126	2.55039	-0.71200500	-0.920000	-0.320000	-1.52000	-43.655700	-1.96000	-0.800000	-2.72000	0.00429772	sync	1	no	none	1,2
SPT-SJ200144-5922.6	300.43579	-59.377789	2.6032800	4.9711300	4.10099	6.17744	2.23218	7.7885500	8.5960500	8.25389	9.39594	7.11184	3.9596400	13.843000	12.7183	16.2482	9.08447	1.1491800	1.52000	2.92000	0.600000	1.3119200	1.24000	2.08000	0.200000	0.509192	sync	1,2,4,5,6,7	no	none	4
SPT-SJ200148-6315.0	300.45233	-63.250698	4.9516200	8.8934400	8.50435	10.3053	6.63673	7.4890900	7.8061700	7.43714	8.50435	6.30323	2.1296600	8.5169500	6.83683	10.3053	3.96870	-0.27362600	-0.320000	0.320000	-0.880000	0.23993900	-0.120000	1.20000	-1.72000	0.156535	sync	1	no	none	1,2
SPT-SJ200148-5306.9	300.45285	-53.116131	3.0975400	6.5136900	5.60180	7.75043	3.29969	5.4515600	6.8210600	5.90874	7.29001	4.47632	0.67959700	2.9254600	3.96474	6.57380	2.48116	0.096754300	0.120000	1.36000	-0.880000	-2.3309100	-1.08000	0.560000	-2.40000	0.0764875	sync	1,5	no	none	1,2
SPT-SJ200151-4232.6	300.46661	-42.543537	3.2380700	7.3443500	6.42960	8.76764	3.96851	5.1452300	6.8645700	5.99891	7.47557	4.46073	1.6969700	8.2036400	5.93738	9.50597	3.10713	-0.14176200	-0.160000	1.00000	-1.12000	0.49066600	0.200000	1.88000	-1.72000	0.285112	sync	1	no	none	1,2
SPT-SJ200200-4217.4	300.50305	-42.291363	5.7530700	13.054600	10.8190	13.0709	8.46917	2.2781800	3.0627200	3.57370	4.45488	2.79042	0.0000000	-4.5453600	2.30087	4.06324	1.41969	-3.0422900	-2.52000	-1.92000	-2.88000	-41.121300	-1.36000	0.360000	-2.52000	0.0707383	sync	1	no	none	1,2
SPT-SJ200204-5736.6	300.51862	-57.611336	3.8621500	7.4577700	6.85183	8.75356	4.78229	6.0463800	6.9543600	6.34843	7.52303	5.11789	1.5272100	5.5717700	4.89416	7.80269	2.93650	-0.14665100	-0.200000	0.680000	-0.920000	-0.61030300	-0.680000	0.800000	-2.16000	0.0960466	sync	1,8	no	none	1,2
SPT-SJ200214-5837.6	300.55869	-58.626862	3.2304500	6.2786200	5.53712	7.61736	3.45688	7.2973700	8.1578200	7.67855	8.84104	6.51606	1.7502200	6.2915700	5.59830	8.59630	3.51806	0.54940800	0.720000	1.84000	-0.0800000	-0.71523500	-0.840000	0.480000	-2.20000	0.0486223	sync	1,8	no	none	1,2
SPT-SJ200217-5902.9	300.57462	-59.048855	10.896800	20.988000	20.5420	22.5883	18.6531	10.217800	11.353200	11.2548	12.3567	9.99553	2.8485500	10.006300	9.05107	12.5141	5.90288	-1.2893400	-1.36000	-1.04000	-1.68000	-0.34771300	-0.640000	0.360000	-1.84000	0.0185650	sync	1,5	no	none	1,2
SPT-SJ200239-5820.4	300.66357	-58.340904	4.8866900	9.5814500	9.16226	11.1025	7.07830	7.1338300	8.0159200	7.58132	8.73110	6.35969	1.9656100	6.8873500	6.00038	9.23412	3.62897	-0.37434700	-0.440000	0.200000	-1.00000	-0.41780800	-0.640000	0.680000	-2.04000	0.0673725	sync	none	no	none	1,2
SPT-SJ200245-3954.7	300.68839	-39.912418	3.3500800	7.6139900	6.79202	9.12974	4.32794	6.0042900	8.4242100	7.67656	9.12974	6.16020	1.3237700	6.5447100	5.78111	9.25610	3.50658	0.21219300	0.280000	1.36000	-0.560000	-0.69509800	-0.680000	0.880000	-2.20000	0.105417	sync	1,8	no	none	1,2
SPT-SJ200246-5605.2	300.69437	-56.087257	0.49012100	0.96505100	1.29007	2.64158	0.675753	4.7666900	5.6255300	4.73027	6.08178	3.62450	4.3922600	16.381900	15.0509	18.7368	11.1192	3.6991900	2.92000	4.32000	1.32000	2.9429800	3.28000	4.20000	2.20000	0.963011	dust	2,4,6	no	0.0146500	1
SPT-SJ200308-5700.5	300.78622	-57.008789	0.0000000	-0.28222600	0.219189	0.803694	0.0730631	0.0000000	-0.69493800	0.365316	0.949821	0.219189	5.3288500	19.483500	0.803694	2.11883	0.365316	-0.0000000	1.40000	3.84000	-1.32000	46.215700	2.84000	4.44000	0.160000	0.732305	dust	none	no	none	1,2,3
SPT-SJ200313-4336.5	300.80621	-43.608776	13.250900	29.498500	29.3141	31.5265	27.1017	15.893000	21.120900	20.9071	22.2345	19.5796	3.3021100	15.852800	14.7124	19.5796	10.2876	-0.70101200	-0.760000	-0.520000	-0.960000	-0.78999300	-1.00000	-0.160000	-2.00000	0.000527382	sync	1,3,5,8	no	none	1,2
SPT-SJ200328-5459.0	300.86835	-54.983551	3.2136400	6.4181400	5.59948	7.80255	3.58000	6.7763400	8.1046500	7.61896	8.90409	6.51743	6.5267900	24.478600	23.7748	27.6302	19.9195	0.48957100	0.680000	1.80000	-0.120000	3.0434800	3.20000	3.84000	2.52000	0.996518	dust	1,2,4,6,7	no	0.0163950	1
SPT-SJ200344-6300.3	300.93436	-63.005344	44.643100	80.470500	80.5711	82.9852	77.5534	48.296500	50.487700	50.3946	52.2052	48.5841	7.6164400	30.336500	29.8747	34.0994	25.6500	-0.97817500	-1.04000	-0.920000	-1.16000	-1.4025100	-1.48000	-1.08000	-1.92000	1.93557e-22	sync	1,4,5,8	no	none	1,2
SPT-SJ200350-5611.7	300.95956	-56.195660	0.0000000	-0.25789000	0.700132	1.64870	0.112925	5.0957600	6.0226400	2.82311	5.30745	0.248434	0.0000000	-3.5283600	1.69387	3.22964	0.338774	32.757700	2.72000	4.28000	0.200000	-42.983200	-1.20000	1.40000	-2.52000	0.173541	sync	1	no	none	1,2
SPT-SJ200418-5543.5	301.07529	-55.726440	42.485100	83.956700	83.6994	86.7021	81.4474	80.716300	94.879900	94.9594	97.2114	91.9568	26.985100	100.08900	99.4634	105.469	93.4581	0.25665200	0.280000	0.360000	0.160000	0.14715500	0.160000	0.320000	-0.0400000	7.93231e-11	sync	1,2,4,6,7,8	no	none	4
SPT-SJ200425-5847.5	301.10760	-58.793308	2.4549200	4.7944300	3.33236	5.54031	1.12442	4.8808300	5.4517200	3.82302	5.33587	1.61507	0.0000000	-2.3694500	2.14661	3.61858	1.12442	0.26959000	0.120000	2.08000	-1.40000	-42.708900	-1.52000	0.240000	-2.60000	0.0803834	sync	1	no	none	1,2
SPT-SJ200429-6347.3	301.12170	-63.789402	86.769700	153.78800	153.980	157.440	149.367	101.37700	104.75000	104.384	107.844	102.077	23.128100	90.988000	90.5427	96.3097	84.7756	-0.80576900	-0.840000	-0.760000	-0.960000	-0.38781200	-0.400000	-0.200000	-0.600000	1.19332e-22	sync	1,3,5	no	2.18900	1,2
SPT-SJ200440-5155.8	301.16843	-51.930264	3.7550100	7.9691800	7.27841	9.54280	5.01401	6.3800600	8.1038200	7.60189	8.89583	6.30795	3.3492100	14.377100	12.6698	16.9830	8.14103	0.035155400	0.0800000	1.00000	-0.640000	1.5785200	1.48000	2.48000	0.160000	0.587655	sync	1,5	no	none	1,2
SPT-SJ200448-4447.6	301.20291	-44.793518	5.0958700	11.339000	0.467734	8.71686	0.0425212	0.45291100	0.59381900	0.977989	2.84892	0.0425212	0.65581200	3.1340100	0.977989	4.12456	0.0425212	-6.1889800	-1.92000	2.52000	-2.80000	4.5802400	0.640000	3.24000	-1.84000	0.417403	sync	none	no	none	1,2
SPT-SJ200451-4416.3	301.21387	-44.272964	15.506400	34.412400	34.1973	36.5202	31.8745	21.937800	28.896800	28.7774	30.0678	27.4869	6.5328200	31.434400	30.5840	35.7459	25.1641	-0.36656100	-0.400000	-0.200000	-0.560000	0.23175800	0.160000	0.640000	-0.400000	0.00754532	sync	none	no	none	1,2
SPT-SJ200502-4206.0	301.26233	-42.100521	2.9458100	6.6610000	5.73633	8.08158	3.26432	6.2997200	8.4513200	7.70127	9.09573	6.30680	0.63367500	3.0776100	4.78556	7.76465	3.13755	0.49952500	0.680000	1.96000	-0.240000	-2.7813900	-1.32000	0.160000	-2.48000	0.0379265	sync	none	no	none	1,2
SPT-SJ200511-4739.1	301.29919	-47.652603	0.0000000	-0.60086600	0.423501	1.27050	0.0847001	1.4638600	1.9079400	1.10110	2.79510	0.254100	5.0302600	22.586700	1.43990	11.2651	0.423501	30.345600	2.12000	4.08000	-0.480000	6.8045400	2.36000	4.48000	-0.960000	0.622737	dust	none	no	none	1,2,3
SPT-SJ200526-6451.2	301.36130	-64.854652	7.4828200	13.129700	12.6537	14.4263	10.7828	6.4644800	6.5629100	6.35149	7.43469	5.36677	2.8810700	11.224300	9.60109	13.6385	5.66218	-1.4551000	-1.52000	-1.04000	-2.00000	1.4775800	1.16000	2.28000	-0.400000	0.480715	sync	1	no	none	1,2
SPT-SJ200528-6404.1	301.37039	-64.068489	0.26472200	0.46919200	1.03873	2.11901	0.540140	4.9900000	5.1412400	4.19647	5.35985	2.86690	2.8293500	11.079800	8.84999	12.7556	4.61197	5.0235700	3.04000	4.36000	1.40000	2.1141200	2.20000	3.56000	0.400000	0.723523	dust	none	no	none	1,2,3
SPT-SJ200539-6349.0	301.41586	-63.817341	0.61156100	1.0886700	1.13908	2.37052	0.584935	4.9731000	5.1412300	4.09454	5.32598	2.49367	2.1067200	8.2096100	5.69542	9.26660	2.49367	3.2573800	2.72000	4.24000	0.960000	1.2886200	1.20000	2.92000	-1.00000	0.495912	sync	4	no	none	1,2
SPT-SJ200540-4119.4	301.41925	-41.323883	5.7699400	12.980400	12.5162	14.8539	10.2760	6.0410800	8.1374300	7.54869	9.00973	6.18506	2.6640900	12.987000	10.5682	15.2435	5.89285	-0.97987300	-1.12000	-0.560000	-1.72000	1.2871300	1.04000	2.28000	-0.680000	0.445449	sync	1	no	none	1,2
SPT-SJ200545-4016.0	301.43912	-40.267147	0.78402800	1.7801800	1.43885	3.16546	0.601699	5.1258600	6.9762200	5.25833	6.98494	1.64813	0.0000000	-0.066272100	3.16546	5.57226	1.49117	2.8659300	2.52000	4.16000	0.600000	-43.387900	-1.12000	0.840000	-2.44000	0.124867	sync	none	no	none	1,2
SPT-SJ200553-6125.7	301.47214	-61.428562	0.093438200	0.17468200	0.541984	1.50551	0.180661	2.1075500	2.2798600	1.62595	2.83036	0.541984	4.6528500	16.058800	2.34860	10.1773	0.782866	5.3905000	2.20000	4.12000	-0.160000	5.3749900	2.24000	4.32000	-1.08000	0.613648	dust	2,4	no	0.0130420	1
SPT-SJ200556-4920.0	301.48517	-49.334702	0.46912000	1.0298400	0.371263	1.41080	0.0742526	1.1959200	1.5253900	0.668274	1.85632	0.222758	4.5894600	19.800700	0.965284	3.19286	0.371263	0.82434100	1.32000	3.80000	-1.32000	7.0581900	1.56000	4.08000	-1.28000	0.544536	dust	none	no	none	1,2,3
SPT-SJ200611-4735.6	301.54782	-47.594402	4.8513000	10.840000	9.55275	11.9104	7.11375	4.1954800	5.4646700	4.91865	6.21945	3.69915	0.092875200	0.41394200	3.21135	5.65035	1.99185	-1.4372500	-1.48000	-0.640000	-2.28000	-7.1046500	-1.24000	0.440000	-2.48000	0.0716358	sync	1	no	none	1,2
SPT-SJ200613-4513.9	301.55536	-45.231758	1.9630000	4.3115200	3.39175	5.58440	1.67875	6.8844100	9.1360300	8.39373	9.76413	7.02332	0.68945700	3.1203500	4.96772	7.77705	3.39175	1.5757400	2.04000	3.64000	0.840000	-2.9579100	-1.48000	-0.120000	-2.56000	0.0185771	sync	1,4,5	no	none	1,2
SPT-SJ200634-5011.5	301.64380	-50.192131	46.971700	103.14300	103.272	106.366	100.178	58.202000	74.146300	73.8762	76.1969	71.5555	13.525500	57.806200	57.6311	62.2726	52.2161	-0.69261600	-0.720000	-0.640000	-0.840000	-0.68543800	-0.720000	-0.480000	-1.00000	8.44650e-21	sync	1,3,5	no	none	1,2
SPT-SJ200711-4403.0	301.79675	-44.051270	17.592400	39.724100	39.4758	41.8593	37.3903	26.497300	34.768200	34.7089	36.1986	33.2193	6.1208400	29.519600	28.4524	33.8151	23.3876	-0.27961800	-0.280000	-0.120000	-0.440000	-0.45058800	-0.560000	-0.0400000	-1.12000	5.87933e-06	sync	1	no	none	1,2
SPT-SJ200719-4822.1	301.83008	-48.369228	6.2842900	14.048300	13.6389	16.0282	11.4487	20.476100	26.547700	26.3818	27.7755	24.9880	5.4234600	23.499700	22.5987	27.1782	18.0193	1.3354900	1.48000	1.88000	1.08000	-0.33579100	-0.440000	0.120000	-1.08000	0.000171019	sync	1,2,4,6	no	0.00943700	1
SPT-SJ200721-4025.2	301.84116	-40.420319	2.0210800	4.5695800	3.35915	5.76359	1.44974	5.1482600	6.9762200	6.04647	7.53157	4.49065	1.9136300	9.4291900	6.82438	10.8554	3.42987	0.88778800	1.28000	3.16000	-0.0800000	0.82960400	0.560000	2.20000	-1.44000	0.352997	sync	none	no	none	1,2
SPT-SJ200731-4504.1	301.87924	-45.069500	0.0000000	-3.5712600	0.423501	1.10110	0.0847001	2.0080100	2.6263800	1.60930	3.47271	0.423501	4.9550400	22.586700	1.77870	14.3143	0.592901	31.016200	2.92000	4.40000	0.600000	5.9246000	2.52000	4.52000	-1.08000	0.629433	dust	none	no	none	1,2,3
SPT-SJ200732-5308.4	301.88373	-53.141125	9.8408800	20.786200	20.5004	22.6829	18.3178	13.767200	17.217400	17.0707	18.3178	15.6676	4.2921100	18.333300	17.2266	21.5917	12.7056	-0.39526300	-0.440000	-0.120000	-0.720000	0.17289800	0.0400000	0.720000	-0.840000	0.0329300	sync	1,5	no	0.0468620	1
SPT-SJ200732-5117.6	301.88580	-51.294876	7.9042300	17.263900	17.0265	19.2277	14.6959	9.4638700	11.893800	11.4589	12.7537	10.0346	0.74468700	3.1721000	5.76183	8.35141	4.33755	-0.78184800	-0.880000	-0.480000	-1.28000	-3.6389400	-1.92000	-0.840000	-2.68000	0.000851752	sync	1	no	none	1,2
SPT-SJ200743-6007.9	301.93082	-60.132454	3.0865300	5.8320800	4.92588	6.90567	2.85183	4.8813700	5.3510700	4.45451	5.72722	3.04038	1.8037400	6.2850200	4.54878	7.28277	2.38045	-0.18062000	-0.280000	1.04000	-1.36000	0.44294200	0.320000	2.04000	-1.64000	0.305189	sync	1,5	no	none	1,2
SPT-SJ200748-4759.8	301.95416	-47.997269	4.9655200	11.133500	9.31039	11.5649	6.80535	2.7191200	3.5186100	3.54880	4.63432	2.71379	1.4142200	6.2398400	4.46732	8.55888	2.04578	-2.4171000	-2.16000	-1.36000	-2.72000	1.5773800	0.600000	2.56000	-1.64000	0.389403	sync	1,3	no	none	1,2
SPT-SJ200754-4750.7	301.97556	-47.846008	14.258700	31.855100	31.6560	34.0451	29.2669	16.693800	21.707100	21.6216	22.8162	20.1882	3.8963000	17.346200	16.1266	20.6660	11.8262	-0.80484000	-0.880000	-0.640000	-1.08000	-0.61749100	-0.800000	-0.0800000	-1.72000	0.000421375	sync	1,3,5	no	none	1,2
SPT-SJ200755-4434.6	301.98087	-44.578156	33.970000	75.272100	75.3662	77.6244	72.5435	46.776500	61.385700	61.2527	62.9463	59.5591	10.104700	48.290100	47.7037	53.3491	42.0583	-0.42792400	-0.440000	-0.360000	-0.560000	-0.66067400	-0.720000	-0.400000	-1.08000	2.85324e-14	sync	1,3,4,5,8	no	0.240000	1,2
SPT-SJ200758-5847.9	301.99380	-58.798466	1.3701100	2.6777900	1.76588	3.56934	0.713868	4.5506500	5.0733500	3.94506	5.29765	2.36704	2.8657900	10.019200	7.85255	11.4595	4.02020	1.3408800	1.72000	3.72000	-0.0400000	1.8736900	2.08000	3.56000	0.280000	0.698270	dust	none	no	none	1,2,3
SPT-SJ200758-5746.8	301.99503	-57.780884	1.3336100	2.5659400	1.66656	3.43859	0.653966	4.8969200	5.6255100	4.32461	5.75912	2.00409	1.3683100	4.9435000	3.56517	6.13884	1.75094	1.6471900	1.88000	3.80000	0.0800000	-0.35584400	-0.120000	1.84000	-1.96000	0.249799	sync	none	no	none	1,2
SPT-SJ200759-5848.4	301.99860	-58.807446	1.4828900	2.8987100	1.82620	3.71536	0.566750	2.9363000	3.2737000	3.08564	4.09320	1.95214	4.7697500	16.792600	9.38286	15.1763	1.95214	0.25527700	1.16000	3.44000	-0.640000	4.5018200	3.12000	4.44000	-0.600000	0.720093	dust	none	no	none	1,2,3
SPT-SJ200817-4231.8	302.07455	-42.530827	5.1137100	11.454100	10.8671	13.1865	8.63353	5.1378300	6.8645700	5.88454	7.34494	4.51005	0.43194100	2.0696700	3.99462	6.91541	2.44831	-1.0743100	-1.36000	-0.680000	-2.12000	-3.3012600	-1.12000	0.520000	-2.44000	0.0753638	sync	1	no	none	1,2
SPT-SJ200840-4016.6	302.16895	-40.277889	0.0000000	-1.2896800	0.265723	0.797168	0.0885742	0.42989000	0.58601200	0.442871	0.974317	0.0885742	4.7384200	23.619800	0.620020	1.68291	0.265723	27.868600	1.60000	3.92000	-1.16000	10.177900	1.92000	4.08000	-0.880000	0.597599	dust	none	no	none	1,2,3
SPT-SJ200846-4717.0	302.19452	-47.284916	31.115900	69.647000	69.7341	72.3458	66.5999	35.462000	46.430900	46.2282	47.7953	44.6611	6.2392700	27.888700	26.9012	31.6023	22.7223	-0.85083300	-0.920000	-0.800000	-1.04000	-1.4035300	-1.52000	-1.04000	-2.04000	1.32056e-16	sync	1,5	no	none	1,2
SPT-SJ200848-6109.6	302.20001	-61.161064	13.919800	26.333900	26.1693	28.1444	24.1943	19.096200	20.729200	20.6392	21.8242	19.4542	5.1641300	17.676300	16.8866	20.4417	13.3315	-0.50216800	-0.520000	-0.320000	-0.760000	-0.43866300	-0.560000	0.00000	-1.24000	0.000117797	sync	1,3	no	none	1,2
SPT-SJ200925-4849.7	302.35428	-48.828568	242.89900	547.38500	548.069	560.385	535.753	356.39100	458.04000	457.751	470.067	445.435	90.402300	392.15000	392.065	408.486	371.538	-0.37392000	-0.400000	-0.320000	-0.480000	-0.42763700	-0.440000	-0.280000	-0.600000	7.63699e-35	sync	1,2,3,4,5,8	no	0.0710000	1
SPT-SJ200941-6123.5	302.42151	-61.392391	0.99437700	1.8784800	1.49413	3.00991	0.714583	5.3614700	5.7744100	4.74223	5.99817	3.26976	0.89440800	3.0326800	3.26976	5.56509	1.92721	2.3564100	2.48000	4.12000	0.800000	-1.7731500	-0.920000	0.840000	-2.32000	0.112006	sync	none	no	none	1,2
SPT-SJ200941-6412.7	302.42416	-64.212852	2.6897400	4.7482200	3.93295	5.83983	2.07374	6.1664100	6.3562800	5.79216	6.88862	4.64803	1.4160600	5.5960400	4.55269	7.22232	2.69347	0.61203900	0.840000	2.32000	-0.120000	-0.35073700	-0.480000	1.12000	-2.08000	0.140703	sync	1,5	no	none	1,2
SPT-SJ200944-4409.2	302.43399	-44.154411	0.97595500	2.1959100	1.42774	3.27541	0.587895	2.9261100	3.8427800	3.27541	4.61917	1.59571	4.6359200	22.396000	4.61917	17.8888	1.25978	1.1742400	1.76000	3.84000	-0.280000	4.8533500	1.96000	4.36000	-1.84000	0.551151	dust	2,4,6	no	0.0192570	1
SPT-SJ200953-4822.6	302.47397	-48.376995	20.051300	44.979600	44.6985	47.3973	42.3370	29.918500	38.412900	38.2889	39.9756	36.6021	9.1372800	39.646400	38.9636	43.6864	34.2407	-0.33115500	-0.360000	-0.200000	-0.520000	0.087026500	0.0400000	0.400000	-0.320000	9.03870e-05	sync	1,3,4,5,6	no	0.00952000	1
SPT-SJ201003-4337.9	302.51376	-43.632713	12.516500	27.929600	27.7550	30.0592	25.4508	17.473400	23.234500	23.1467	24.4035	21.6804	3.4946500	16.701200	15.6057	20.4235	11.2068	-0.38620100	-0.400000	-0.200000	-0.640000	-0.90905400	-1.12000	-0.320000	-2.04000	9.98820e-05	sync	1	no	none	1,2
SPT-SJ201005-4817.1	302.52231	-48.285538	0.71201800	1.5943200	1.68976	3.32831	0.870481	5.4702200	7.0686400	6.19577	7.62951	4.76204	3.1298300	13.654600	11.7259	16.0271	7.11746	3.1249300	2.92000	4.28000	1.36000	1.8128500	1.84000	3.00000	0.320000	0.671818	dust	2,6	no	none	1,2
SPT-SJ201011-5845.9	302.54752	-58.765205	0.094013600	0.18347800	0.537766	1.49379	0.179255	1.9423500	2.1674600	1.49379	2.68883	0.418262	4.5886000	15.933800	1.85230	8.66400	0.657269	5.1813200	2.04000	4.04000	-0.400000	5.4926800	2.04000	4.24000	-1.16000	0.592043	dust	none	no	none	1,2,3
SPT-SJ201015-6159.1	302.56360	-61.985966	0.88516700	1.6331100	1.53627	2.92193	0.813320	5.8674100	6.1713700	5.51250	6.59693	4.30758	2.0106000	8.0327900	5.99447	9.36824	3.16291	2.7896500	2.84000	4.24000	1.32000	0.72582000	0.440000	1.96000	-1.44000	0.314828	sync	none	no	none	1,2
SPT-SJ201019-4235.2	302.57965	-42.586819	0.0000000	-1.1595000	0.765808	1.78688	0.425449	2.9822500	3.9865000	3.14832	4.67994	1.27635	4.6684700	22.690600	3.99922	17.9539	1.10617	31.891900	2.96000	4.36000	0.960000	4.7882400	2.04000	4.36000	-1.80000	0.561337	dust	none	no	none	1,2,3
SPT-SJ201030-5447.4	302.62515	-54.790905	0.28591400	0.57945500	1.35348	2.58391	0.779275	5.5530200	6.8210600	5.94710	7.25957	4.55261	2.6410100	10.937200	8.81812	12.8375	4.79870	5.1739100	3.28000	4.44000	1.80000	1.3000100	1.20000	2.52000	-0.560000	0.495113	sync	1,2,4,6	no	0.0147320	1
SPT-SJ201036-4724.1	302.65005	-47.402397	5.3117400	11.903600	10.8472	13.1684	8.43668	4.4133900	5.7459100	5.49054	6.74041	4.24066	2.4900000	11.161500	8.88306	13.3469	4.59777	-1.5283500	-1.52000	-0.800000	-2.24000	1.8282000	1.40000	2.80000	-0.480000	0.547585	sync	1	no	none	1,2
SPT-SJ201049-5251.4	302.70712	-52.857685	0.029193000	0.061661900	1.20221	2.37884	0.690632	5.4330000	6.8210600	5.55064	7.03422	3.81127	0.76282200	3.2546300	3.76011	6.52264	2.22537	9.8751300	3.28000	4.44000	1.68000	-2.0373300	-0.920000	0.880000	-2.32000	0.117322	sync	none	no	none	1,2
SPT-SJ201052-4233.3	302.71786	-42.555565	1.3158300	2.9596800	0.410400	1.88784	0.0820800	0.62341800	0.83089400	0.574560	1.55952	0.246240	4.5252800	21.888000	0.902880	2.05200	0.410400	-2.6656300	0.360000	3.36000	-1.96000	9.0068400	1.28000	3.84000	-1.40000	0.509596	sync	none	no	none	1,2
SPT-SJ201104-4527.6	302.76871	-45.461414	2.0569700	4.5324900	3.41970	5.73718	1.49789	5.6974300	7.5365300	6.52852	7.94162	5.00237	0.0045682700	0.020813300	3.75884	6.01980	2.51532	1.0670000	1.44000	3.24000	0.160000	-16.222700	-1.56000	-0.0800000	-2.60000	0.0318409	sync	1,5	no	none	1,2
SPT-SJ201106-5517.0	302.77850	-55.283371	3.6299800	7.2173200	6.57792	8.62075	4.45337	9.1647200	10.895100	10.4184	11.6441	9.19274	0.92670500	3.4926400	5.43393	7.80362	4.04481	0.86416300	1.04000	1.92000	0.360000	-3.1323900	-1.88000	-0.800000	-2.68000	0.00100813	sync	1	no	none	1,2
SPT-SJ201107-5256.9	302.77939	-52.949326	2.4796200	5.2404800	4.21327	6.48478	2.01504	5.4525200	6.8210600	6.11841	7.43734	4.72619	2.2565300	9.7699100	7.51062	11.3942	3.92018	0.55313300	0.840000	2.48000	-0.280000	0.98926900	0.720000	2.16000	-1.16000	0.377818	sync	1	no	none	1,2
SPT-SJ201112-6125.1	302.80154	-61.418507	1.2225600	2.2808100	0.896288	2.56936	0.179258	1.6345800	1.7663900	1.49381	2.56936	0.537772	4.7048400	15.934000	2.09134	9.26164	0.657277	-0.53633600	0.840000	3.48000	-1.40000	6.0561100	2.28000	4.36000	-0.960000	0.622050	dust	none	no	none	1,2,3
SPT-SJ201126-5644.1	302.86249	-56.735405	10.396000	20.267100	20.1404	22.1165	18.0124	11.942500	13.960400	13.7563	14.9723	12.5403	4.0613400	15.082500	14.0603	17.8604	10.2602	-0.78221400	-0.840000	-0.560000	-1.16000	0.21287400	0.0800000	0.800000	-0.880000	0.0493212	sync	1,5	no	0.0548010	1
